year,COAST AND MOUNTAINS,GEORGIA DEPRESSION,CENTRAL INTERIOR,SOUTHERN INTERIOR,SOUTHERN INTERIOR MOUNTAINS,SUB-BOREAL INTERIOR,BOREAL PLAINS,TAIGA PLAINS,NORTHERN BOREAL MOUNTAINS,COAST AND MOUNTAINS SE,GEORGIA DEPRESSION SE,CENTRAL INTERIOR SE,SOUTHERN INTERIOR SE,SOUTHERN INTERIOR MOUNTAINS SE,SUB-BOREAL INTERIOR SE,BOREAL PLAINS SE,TAIGA PLAINS SE,NORTHERN BOREAL MOUNTAINS SE,measure
1974,97.138794808061,138.47295675949,72.0249002614367,82.0491531719959,52.9959639796689,29.5312990755215,14.2625070749362,-28.2581491936539,-14.6409113768578,30.4337246737839,21.9237258968795,20.2342571858312,16.8590518557211,19.1447418029413,20.4806716914793,26.1121415014383,38.3522087138591,32.8066735862927,swe
1975,80.5778347049231,98.8293883227192,76.8821947431734,67.1031507309432,25.4720388556473,-4.79651093563229,-23.9947873147768,-45.9409383893595,-23.8814899662494,55.764316844867,36.2304609931285,36.6066949448903,29.9920542067342,33.1575737478794,36.5670995539062,46.4928592486988,65.6812330208827,50.9070329753715,swe
1976,83.475715160774,85.512086259633,64.543828979116,54.1324728241808,34.6648616113988,44.5376093197598,20.0180125674363,-1.23717189930442,25.0318513696942,14.6561214870581,11.3900477540697,9.57847938278138,7.84423758155718,9.46206708401425,10.0951175554669,12.5232862894092,18.7073588619957,18.1493362939014,swe
1977,-22.9493460841553,-33.1941515160855,-11.4664520624521,-25.0226027378408,-21.11510545626,-4.61459290404991,-1.6188295591927,-4.29134679930435,-9.54364209462385,6.3207250458521,5.20050553564062,4.0440866945764,3.14136237925758,4.17257109365695,4.57834193933305,5.45125319826462,8.41147391369508,9.29950979775117,swe
1978,-34.4836093143916,-27.9257859211393,-19.7483343935984,17.6040975957208,-3.85628617237995,-24.8063183470492,-14.8221432623199,4.45606871540086,-32.0135335618899,20.4103128546161,12.1096759869281,12.8778873053288,10.1666420282245,11.2453687952306,12.5620915331959,15.8786880567502,21.3637051197385,16.7031565842906,swe
1979,35.0886623723793,27.3521830475726,-13.66856480509,-18.1276219724997,-11.8140625457976,-5.83309790026738,-4.86393365597508,9.42152077739842,23.8822000257409,23.7203961756163,17.4466042606664,15.6681202966562,12.8922573919052,15.0554465040259,16.0253206816598,20.5341512025071,30.2821455777633,26.237643180627,swe
1980,-13.3795579447125,-16.1730703610783,-21.2316349978347,-7.84620355769059,3.76950061467512,-24.5573160368256,-19.5212799098784,8.05946831051132,3.6023185375281,12.964252118722,8.1120412526188,8.4556909757371,6.81792538596086,7.53455507502759,8.44335901478382,10.6942949334849,14.754186563639,11.2017558311068,swe
1981,-55.4894737247309,-65.0103674375799,-42.0558740815549,-37.1966966078789,-15.9624381312624,-17.9881739858285,3.36980887354188,29.9272783693138,10.1295836245276,6.27750494468378,4.797282615084,4.09017336383743,3.31587233985011,4.03874106806096,4.30471191926233,5.37428854298836,8.11875281870023,7.95227677244476,swe
1982,152.91431145324,51.1300377431601,68.8118565738799,41.2285294150771,27.668682165179,24.453356096782,77.5379486393058,101.714581783081,49.9502306720424,91.0509760663193,47.6543519872188,50.725975938484,37.6633328611072,41.2436402259863,50.7320570360487,60.8857115219228,81.2736522185436,66.60350663461,swe
1983,-21.0433074405633,11.2436980710165,-31.9339130073577,5.51831414803472,-6.55006290627465,-24.731090580064,-0.957607091341345,-4.20413932214334,-15.8435695446858,21.0137294328182,12.1743829089964,12.8288126890258,9.88463159356909,10.8246659822604,12.7381379090762,15.4827418578158,21.1178387579409,16.8959690334723,swe
1984,-36.6011691982226,-25.9669719730607,-30.7299134250504,-14.2828712647584,-19.1472138556521,-19.6734824059765,-30.6772165126911,-42.095039814643,-44.2531961256422,13.8707761162957,8.65038881604593,9.02444840983373,7.20890635577599,7.8356512285142,9.01342212227398,11.4018448531658,15.6930947943466,11.9386909099333,swe
1985,-0.354220264427576,4.20813814940046,15.3711870624559,23.6482799359352,4.29455709380358,-2.3409595338484,-5.94685107920313,17.2668281088129,23.0844132819706,38.857011271113,21.7850896037824,22.7160188002518,17.2340329985237,18.9854272197116,22.6095800260042,27.6695344452356,36.9806792982237,30.1545845662495,swe
1986,-36.191120497364,-31.5067080236751,-16.2643758235049,-15.7841922969099,-6.10477507480517,-11.4720412940641,-1.36034970587789,-7.60111393237313,-25.7957012295702,5.02596236301059,4.15279034575968,3.24287090993383,2.50310020277724,3.32415264700714,3.61894953528899,4.29780588126905,6.60104145537989,7.30863256245703,swe
1987,6.35693876729749,-5.54196586190024,-13.8516794516609,-11.0715154167766,-13.4718902011581,3.07156258178992,0.196483471024019,-0.390322405779363,5.95642832143473,11.7017620656235,7.34548094841903,7.64473168246489,6.11302520498936,6.66408299705984,7.63239346589859,9.68626803347168,13.4133733008909,10.1533499947885,swe
1988,1.1128818677866,22.6266569505055,-24.6162228557695,-13.1108383575155,-8.30345378567363,-7.58924909016386,-22.8836620763951,-31.0767364359688,-12.9596459156854,14.1876322316847,8.59705966981674,8.90497897114762,7.02591170306924,7.66518928416666,8.83610476588678,11.1628158789256,15.1156575154777,11.6921579755524,swe
1989,20.3389079604548,12.812217659251,-11.4979464885343,2.31546282563009,1.15696512390907,4.75536934908837,27.2058871204047,90.8858287691705,54.4734987074032,19.1169339525244,11.3186397065108,11.7413964856533,9.13471935914149,9.9986008112147,11.748668786975,14.5168777166112,19.6449287535161,15.5789505385561,swe
1990,-19.7737530131915,-14.146003306725,-3.43720706634126,-3.50588919446438,16.7227951884638,19.0362677817441,16.5971190726212,14.1239267269181,21.8141793287452,11.2812079748482,7.49021664095941,7.46849331013791,6.04169055541648,6.69135888921376,7.48712195503754,9.69866384152102,13.6094466346641,10.5496832654384,swe
1991,-23.8566602725716,-38.5969231421763,131.359042391119,33.1775510741011,34.2270412736588,20.2044794008388,34.3522582403857,3.21957029842822,21.1935264281901,78.2756121574728,42.070389918898,43.6577996064501,32.2702009158224,34.8257254806703,44.3868299476703,53.7114133952806,71.1385793099504,57.9815126436364,swe
1992,-15.8674708041266,-54.5341562207023,-24.7529756266881,-37.1555976217861,-15.4710127268216,14.839163418094,-18.6087144683249,-14.3907416625982,31.8694560731592,20.1731993754298,12.456679299002,13.0207086769817,10.3685055818387,11.2659747062229,13.0059794994272,16.4056213580706,22.4284583415839,17.1778536273369,swe
1993,-30.7266353408826,-39.4199944404985,-28.4706647209301,-10.9276618461324,-24.0955892539939,-23.1645406941533,-46.136113326345,-28.0925950135899,7.98258112857344,14.8031355085204,9.17868385868632,9.58715361183032,7.64944733409178,8.29098242362962,9.57948740970055,12.092961971151,16.5740074588812,12.6573522430563,swe
1994,-24.146134996453,-24.5656280249991,-2.42987072642825,-14.9689055405621,6.79491948675814,5.7355616253291,19.0365301493679,16.945607323008,4.1586060773821,10.4710066503772,6.90407970774794,6.93839368174576,5.59240152993939,6.18390553167886,6.95686713303944,8.83797065387362,12.4993525833567,9.70054642108186,swe
1995,11.7788721030529,12.2382054097641,-8.17485200284795,7.10466535971004,2.50760496838928,-10.7296389002531,-12.3389616135534,-17.0012555050555,-25.8115734930219,16.9206637250594,10.4147746757366,10.8921277377143,8.6586683388628,9.43049826470354,10.8712334262566,13.7129624961141,18.7158714984429,14.3497788469223,swe
1996,-37.1617778059024,-59.6861608641343,36.5578640811359,0.984113597285018,20.0917627005718,15.1663013351886,52.92504858381,101.74837360873,35.7850999899401,35.8865124898756,20.142312302923,20.9990171329818,15.9403710938576,17.5435723241122,20.9015320664981,25.5605958869662,34.2063766235148,27.8410546325146,swe
1997,17.0918375470192,25.1054822258307,47.5105448574708,49.2070425919758,36.1426160140325,31.714304478722,30.0553665332495,6.00258981588665,-12.2082602585514,18.0484017922704,11.5959558055802,11.8780224616431,9.57047134752245,10.5039677748773,11.8829703440663,15.1763292200277,22.4137386406876,17.294377095162,swe
1998,-14.7281762390394,9.3179659083055,-29.8149450681957,-6.91922407049305,-12.8476130188495,-22.034245711875,-26.8502009631085,-64.4266991049695,-48.1082038710819,15.0935378510835,9.31925148020873,9.74813304959255,7.75683718044828,8.42835129289787,9.74994700384436,12.2735066103498,16.7794579080964,12.8517176947261,swe
1999,124.727638334506,169.84093469193,58.6428472878163,62.5958564946895,40.7007995786435,12.084777069992,-12.9242832142339,-51.5295247928349,-18.2401545913976,25.9521633125778,17.6445780945885,17.3015562091476,14.0574413283313,15.6358767524515,17.3217326522902,22.1438185444321,31.7333157719297,25.2991084739013,swe
2000,-15.3589424348515,20.6959912335043,-4.00975847063835,1.84454456959197,4.80949291439384,-15.216898533904,-35.6863056712294,-63.9652226786155,-56.2366412295655,10.3684292655565,6.63287032590435,6.82530598487021,5.48773055236054,6.00698863825565,6.81548080708328,8.69761958477019,12.1801589822218,9.19379287116787,swe
2001,-26.7829331491936,-27.6812261037096,-22.0706559384099,-24.5325274749653,-39.4559328975491,-22.0023192015434,-67.6257256254508,-59.5316510720884,-38.5014652565506,29.8154248443772,16.291200774947,17.0538794999793,12.8547827912534,14.0162131700339,17.0620677099338,21.0278201590283,29.1335596312722,24.9558000722615,swe
2002,13.6796022061853,26.7608811634885,39.4281316337426,26.1262504443946,12.410268158472,19.7037639751132,26.9819242334431,38.2081096537552,2.45836662276183,31.5661775280019,17.5850044884928,18.3982415805127,13.8816658844944,15.2056190988073,18.2919969914433,22.4450536832793,29.7822772254853,24.5356494902405,swe
2003,-32.2167629240417,-31.6593175000536,-38.288964542919,-27.0470361778787,-19.5793815748121,-19.8210817633521,-2.72262117405432,27.2946066245405,14.2035295623586,7.59307780463119,5.53072579365785,5.04988804028906,4.1497866807394,4.78306457250081,5.15634634598485,6.68859669657487,10.0872547424784,8.68712556940194,swe
2004,-15.8589433514117,-2.52266406977887,-24.9857390129435,-9.05339441507791,-9.62483459228821,-19.0291463937905,-18.746726568172,-18.1621982610707,-12.7984451079095,7.03679080927165,5.1581269835108,4.69600777934451,3.85071803309389,4.44307275208452,4.78553357842106,6.13410494896354,9.02003780684172,7.7281685736877,swe
2005,-50.5793653275792,-73.7954756996605,-37.8765192419254,-45.7966685458681,-16.9198024144859,-6.35494017350308,-14.6062284799085,-9.15803530048398,2.15542929383701,17.758807521979602,10.6369137253974,11.1378579898698,8.76833615844065,9.52740605812888,11.0361334456994,13.9490394058219,18.7725815287463,14.6701984981653,swe
2006,-0.100026948843672,19.7120556671438,-23.2140310098259,1.3414444228558,-8.20358389030435,-27.3841162326502,-31.042485376373,-27.116186704992,-18.9941323666781,7.28290358541301,5.24001445751334,4.82749404869553,3.96903725869925,4.54939036473282,4.92592776857439,6.3082035119886,9.2409570186195,7.87102841328124,swe
2007,74.2993950025093,37.4238985977252,72.2653786985016,8.08742807443,23.7072389357924,49.9001870518087,79.4775938677252,59.3236873418256,49.1668934182915,27.3319618431384,15.5469510642677,16.1796470653908,12.480338014481,13.7389847422618,16.3177105241589,19.7020676283043,28.6019686902706,22.9556667903909,swe
2008,42.7521286533697,61.2563083207805,5.63842003264299,0.0488972246530643,6.8949727016391,21.6091381584664,15.1315983928255,-14.1145953103551,-5.87361762092392,19.8299849746207,12.438201732396,12.9161036315502,10.328799344456,11.2801890013002,12.8873936958168,16.3835764599459,22.7555645751156,17.1872520230848,swe
2009,29.164419367799,6.00083857263451,12.0468552337729,-6.21661004643718,-8.96170544797662,20.0413740077899,16.328597429442,27.7584387861013,42.1737827995393,13.3887547749501,10.5482935765462,8.67821903427404,7.07914485710215,8.59642087129407,9.29526357954799,11.6090593330834,17.3929237503932,16.9858409119206,swe
2010,-15.8976837424938,-9.94805406021332,-18.3006895345416,-14.220619670075,-20.1334051179617,-21.9459977164634,-23.4171956232548,-29.111947508057,-27.9703269565997,6.65524891191379,5.07025192948888,4.34773327248764,3.60786745063227,4.23008924073289,4.58293020270349,6.09640646906312,9.41815603551748,8.55510454085873,swe
2011,30.4256014945676,49.4089058263461,39.7117234536322,28.9851883534342,19.7691238326584,15.0043161758303,7.88595760309187,-11.4536716852297,-15.7789283930402,13.8352048845404,9.78961435289481,9.13221179492668,7.50412367247011,8.59975148795386,9.28961599727143,11.8980828188169,17.4097663986266,14.7297203200145,swe
2012,52.3868261785668,42.9069935093968,11.14583917553,23.8094802936748,34.7687544676343,35.4673851088589,-10.5997157633021,-50.0228412552579,-36.4666161625906,42.4152434815595,24.849544259529,24.4090993931228,18.6267331926879,20.4055296679881,24.3146062712195,29.7788027397531,39.7070977038347,33.3890784595357,swe
2013,-23.9541360575365,7.27006859707571,-1.16339946701493,5.45645981797713,5.19257924832585,2.41135386210158,17.2387604850224,3.25820306332714,-10.6051377216358,13.985102029317,9.03541108241751,9.19540627499963,7.44171936699508,8.29678883639707,9.19262134917325,11.7483933311162,16.5521854998752,13.303128529285,swe
2014,-40.1614163610082,-31.5775468637141,50.9759513608302,13.8275971402525,24.6269253825711,-2.5471362408562,35.8148259728237,23.5415426967494,8.1754811717201,40.0235946168572,22.2512241114173,23.2096866344708,17.6373285272933,19.9557080885536,23.0974590315241,28.255352862185,37.9622480826366,32.0387929771797,swe
