"STATIONID","STATIONNAME","YEAR","APR_1_DATE","APR_1_DEPTH","APR_1_SWE","APR_1_CODE","APR_1_STATION","lat","long","swe_anom","depth_anom"
"1B08P","MOUNT PONDOSY",1979,"",NA,551,"E","1B02",53.15,-126.866666666667,-30.2413909520594,NA
"1B08P","MOUNT PONDOSY",1980,"",NA,571,"E","1B02",53.15,-126.866666666667,-27.7093180283592,NA
"1B08P","MOUNT PONDOSY",1981,"",NA,579,"E","1B02",53.15,-126.866666666667,-26.6964888588791,NA
"1B08P","MOUNT PONDOSY",1982,"",NA,787,"E","1B02",53.15,-126.866666666667,-0.362930452397026,NA
"1B08P","MOUNT PONDOSY",1983,"",NA,714,"E","1B02",53.15,-126.866666666667,-9.60499662390277,NA
"1B08P","MOUNT PONDOSY",1984,"",NA,729,"E","1B02",53.15,-126.866666666667,-7.70594193112761,NA
"1B08P","MOUNT PONDOSY",1985,"",NA,712,"E","1B02",53.15,-126.866666666667,-9.85820391627279,NA
"1B08P","MOUNT PONDOSY",1986,"",NA,771,"E","1B02",53.15,-126.866666666667,-2.38858879135719,NA
"1B08P","MOUNT PONDOSY",1987,"",NA,906,"E","1B02",53.15,-126.866666666667,14.7029034436192,NA
"1B08P","MOUNT PONDOSY",1988,"",NA,728,"E","1B02",53.15,-126.866666666667,-7.83254557731263,NA
"1B08P","MOUNT PONDOSY",1989,"",NA,787,"E","1B02",53.15,-126.866666666667,-0.362930452397026,NA
"1B08P","MOUNT PONDOSY",1990,"",NA,756,"E","1B02",53.15,-126.866666666667,-4.28764348413234,NA
"1B08P","MOUNT PONDOSY",1991,"",NA,888,"E","1B02",53.15,-126.866666666667,12.424037812289,NA
"1B08P","MOUNT PONDOSY",1992,"",NA,956,"E","1B02",53.15,-126.866666666667,21.0330857528697,NA
"1B08P","MOUNT PONDOSY",1993,"4/1/1993",NA,576,"","",53.15,-126.866666666667,-27.0762997974342,NA
"1B08P","MOUNT PONDOSY",1994,"4/1/1994",NA,658,"","",53.15,-126.866666666667,-16.6948008102633,NA
"1B08P","MOUNT PONDOSY",1995,"4/1/1995",NA,1000,"","",53.15,-126.866666666667,26.6036461850101,NA
"1B08P","MOUNT PONDOSY",1996,"4/1/1996",NA,942,"","",53.15,-126.866666666667,19.2606347062795,NA
"1B08P","MOUNT PONDOSY",1997,"4/1/1997",NA,1030,"","",53.15,-126.866666666667,30.4017555705604,NA
"1B08P","MOUNT PONDOSY",1998,"4/1/1998",NA,792,"","",53.15,-126.866666666667,0.270087778528016,NA
"1B08P","MOUNT PONDOSY",1999,"4/1/1999",NA,1058,"","",53.15,-126.866666666667,33.9466576637407,NA
"1B08P","MOUNT PONDOSY",2000,"4/1/2000",NA,676,"","",53.15,-126.866666666667,-14.4159351789332,NA
"1B08P","MOUNT PONDOSY",2001,"4/1/2001",NA,685,"","",53.15,-126.866666666667,-13.2765023632681,NA
"1B08P","MOUNT PONDOSY",2002,"4/1/2002",NA,1112,"","",53.15,-126.866666666667,40.7832545577313,NA
"1B08P","MOUNT PONDOSY",2003,"4/1/2003",NA,566,"","",53.15,-126.866666666667,-28.3423362592843,NA
"1B08P","MOUNT PONDOSY",2004,"4/1/2004",NA,594,"","",53.15,-126.866666666667,-24.797434166104,NA
"1B08P","MOUNT PONDOSY",2005,"4/1/2005",NA,743,"","",53.15,-126.866666666667,-5.93349088453747,NA
"1B08P","MOUNT PONDOSY",2006,"4/1/2006",NA,762,"","",53.15,-126.866666666667,-3.52802160702228,NA
"1B08P","MOUNT PONDOSY",2007,"4/1/2007",NA,1133,"","",53.15,-126.866666666667,43.4419311276165,NA
"1B08P","MOUNT PONDOSY",2008,"4/1/2008",NA,676,"","",53.15,-126.866666666667,-14.4159351789332,NA
"1B08P","MOUNT PONDOSY",2009,"4/1/2009",NA,652,"","",53.15,-126.866666666667,-17.4544226873734,NA
"1B08P","MOUNT PONDOSY",2010,"4/1/2010",NA,728,"","",53.15,-126.866666666667,-7.83254557731263,NA
"1B08P","MOUNT PONDOSY",2011,"4/1/2011",NA,748,"","",53.15,-126.866666666667,-5.30047265361242,NA
"1B08P","MOUNT PONDOSY",2012,"4/1/2012",NA,1155,"raw","",53.15,-126.866666666667,46.2272113436867,NA
"1B08P","MOUNT PONDOSY",2013,"4/1/2013",NA,530,"raw","",53.15,-126.866666666667,-32.9000675219446,NA
"1B08P","MOUNT PONDOSY",2014,"4/1/2014",NA,504,"raw","",53.15,-126.866666666667,-36.1917623227549,NA
"1C12P","GREEN MOUNTAIN",1952,"",NA,1129,"E","1C05",50.7833333333333,-122.916666666667,28.6414220061529,NA
"1C12P","GREEN MOUNTAIN",1953,"",NA,1171,"E","1C05",50.7833333333333,-122.916666666667,33.4270196361427,NA
"1C12P","GREEN MOUNTAIN",1954,"",NA,1686,"E","1C05",50.7833333333333,-122.916666666667,92.1075620038741,NA
"1C12P","GREEN MOUNTAIN",1956,"",NA,1245,"E","1C05",50.7833333333333,-122.916666666667,41.8587868889817,NA
"1C12P","GREEN MOUNTAIN",1957,"",NA,1027,"E","1C05",50.7833333333333,-122.916666666667,17.0192563333207,NA
"1C12P","GREEN MOUNTAIN",1958,"",NA,876,"E","1C05",50.7833333333333,-122.916666666667,-0.1861065744996,NA
"1C12P","GREEN MOUNTAIN",1959,"",NA,836,"E","1C05",50.7833333333333,-122.916666666667,-4.74381860306127,NA
"1C12P","GREEN MOUNTAIN",1960,"",NA,858,"E","1C05",50.7833333333333,-122.916666666667,-2.23707698735235,NA
"1C12P","GREEN MOUNTAIN",1961,"",NA,1249,"E","1C05",50.7833333333333,-122.916666666667,42.3145580918379,NA
"1C12P","GREEN MOUNTAIN",1962,"",NA,712,"E","1C05",50.7833333333333,-122.916666666667,-18.8727258916024,NA
"1C12P","GREEN MOUNTAIN",1963,"",NA,858,"E","1C05",50.7833333333333,-122.916666666667,-2.23707698735235,NA
"1C12P","GREEN MOUNTAIN",1964,"",NA,966,"E","1C05",50.7833333333333,-122.916666666667,10.0687454897641,NA
"1C12P","GREEN MOUNTAIN",1965,"",NA,753,"E","1C05",50.7833333333333,-122.916666666667,-14.2010710623267,NA
"1C12P","GREEN MOUNTAIN",1966,"",NA,959,"E","1C05",50.7833333333333,-122.916666666667,9.27114588476585,NA
"1C12P","GREEN MOUNTAIN",1967,"",NA,1440,"E","1C05",50.7833333333333,-122.916666666667,64.0776330282198,NA
"1C12P","GREEN MOUNTAIN",1968,"",NA,1181,"E","1C05",50.7833333333333,-122.916666666667,34.5664476432831,NA
"1C12P","GREEN MOUNTAIN",1969,"",NA,1008,"E","1C05",50.7833333333333,-122.916666666667,14.8543431197539,NA
"1C12P","GREEN MOUNTAIN",1970,"",NA,602,"E","1C05",50.7833333333333,-122.916666666667,-31.406433970147,NA
"1C12P","GREEN MOUNTAIN",1971,"",NA,1076,"E","1C05",50.7833333333333,-122.916666666667,22.6024535683087,NA
"1C12P","GREEN MOUNTAIN",1972,"",NA,1046,"E","1C05",50.7833333333333,-122.916666666667,19.1841695468875,NA
"1C12P","GREEN MOUNTAIN",1973,"",NA,858,"E","1C05",50.7833333333333,-122.916666666667,-2.23707698735235,NA
"1C12P","GREEN MOUNTAIN",1974,"",NA,1264,"E","1C05",50.7833333333333,-122.916666666667,44.0237001025485,NA
"1C12P","GREEN MOUNTAIN",1975,"",NA,881,"E","1C05",50.7833333333333,-122.916666666667,0.383607429070598,NA
"1C12P","GREEN MOUNTAIN",1976,"",NA,1245,"E","1C05",50.7833333333333,-122.916666666667,41.8587868889817,NA
"1C12P","GREEN MOUNTAIN",1977,"",NA,636,"E","1C05",50.7833333333333,-122.916666666667,-27.5323787458696,NA
"1C12P","GREEN MOUNTAIN",1978,"",NA,993,"E","1C05",50.7833333333333,-122.916666666667,13.1452011090433,NA
"1C12P","GREEN MOUNTAIN",1979,"",NA,611,"E","1C05",50.7833333333333,-122.916666666667,-30.3809487637206,NA
"1C12P","GREEN MOUNTAIN",1980,"",NA,738,"E","1C05",50.7833333333333,-122.916666666667,-15.9102130730373,NA
"1C12P","GREEN MOUNTAIN",1981,"",NA,750,"E","1C05",50.7833333333333,-122.916666666667,-14.5428994644688,NA
"1C12P","GREEN MOUNTAIN",1982,"",NA,878,"E","1C05",50.7833333333333,-122.916666666667,0.041779026928479,NA
"1C12P","GREEN MOUNTAIN",1983,"",NA,836,"E","1C05",50.7833333333333,-122.916666666667,-4.74381860306127,NA
"1C12P","GREEN MOUNTAIN",1984,"",NA,516,"E","1C05",50.7833333333333,-122.916666666667,-41.2055148315546,NA
"1C12P","GREEN MOUNTAIN",1985,"",NA,676,"E","1C05",50.7833333333333,-122.916666666667,-22.9746667173079,NA
"1C12P","GREEN MOUNTAIN",1986,"",NA,1020,"E","1C05",50.7833333333333,-122.916666666667,16.2216567283224,NA
"1C12P","GREEN MOUNTAIN",1987,"",NA,1014,"E","1C05",50.7833333333333,-122.916666666667,15.5379999240381,NA
"1C12P","GREEN MOUNTAIN",1988,"",NA,798,"E","1C05",50.7833333333333,-122.916666666667,-9.07364503019484,NA
"1C12P","GREEN MOUNTAIN",1989,"",NA,955,"E","1C05",50.7833333333333,-122.916666666667,8.81537468190967,NA
"1C12P","GREEN MOUNTAIN",1990,"",NA,780,"E","1C05",50.7833333333333,-122.916666666667,-11.1246154430476,NA
"1C12P","GREEN MOUNTAIN",1991,"",NA,1363,"E","1C05",50.7833333333333,-122.916666666667,55.3040373732386,NA
"1C12P","GREEN MOUNTAIN",1992,"",NA,1043,"E","1C05",50.7833333333333,-122.916666666667,18.8423411447453,NA
"1C12P","GREEN MOUNTAIN",1993,"",NA,508,"E","1C05",50.7833333333333,-122.916666666667,-42.1170572372669,NA
"1C12P","GREEN MOUNTAIN",1994,"4/1/1994",NA,889,"","",50.7833333333333,-122.916666666667,1.29514983478294,NA
"1C12P","GREEN MOUNTAIN",1995,"4/1/1995",NA,1027,"","",50.7833333333333,-122.916666666667,17.0192563333207,NA
"1C12P","GREEN MOUNTAIN",1996,"4/1/1996",NA,966,"","",50.7833333333333,-122.916666666667,10.0687454897641,NA
"1C12P","GREEN MOUNTAIN",1997,"4/1/1997",NA,1021,"","",50.7833333333333,-122.916666666667,16.3355995290364,NA
"1C12P","GREEN MOUNTAIN",1998,"4/1/1998",NA,850,"","",50.7833333333333,-122.916666666667,-3.14861939306468,NA
"1C12P","GREEN MOUNTAIN",1999,"4/1/1999",NA,1408,"","",50.7833333333333,-122.916666666667,60.4314634053705,NA
"1C12P","GREEN MOUNTAIN",2000,"4/1/2000",NA,777,"","",50.7833333333333,-122.916666666667,-11.4664438451897,NA
"1C12P","GREEN MOUNTAIN",2001,"4/1/2001",NA,618,"","",50.7833333333333,-122.916666666667,-29.5833491587223,NA
"1C12P","GREEN MOUNTAIN",2002,"4/1/2002",NA,1057,"","",50.7833333333333,-122.916666666667,20.4375403547419,NA
"1C12P","GREEN MOUNTAIN",2003,"4/1/2003",NA,917,"","",50.7833333333333,-122.916666666667,4.48554825477609,NA
"1C12P","GREEN MOUNTAIN",2004,"4/1/2004",NA,661,"","",50.7833333333333,-122.916666666667,-24.6838087280185,NA
"1C12P","GREEN MOUNTAIN",2005,"4/1/2005",NA,637,"","",50.7833333333333,-122.916666666667,-27.4184359451555,NA
"1C12P","GREEN MOUNTAIN",2006,"4/1/2006",NA,871,"","",50.7833333333333,-122.916666666667,-0.75582057806981,NA
"1C12P","GREEN MOUNTAIN",2007,"4/1/2007",NA,1344,"","",50.7833333333333,-122.916666666667,53.1391241596718,NA
"1C12P","GREEN MOUNTAIN",2008,"4/1/2008",NA,844,"","",50.7833333333333,-122.916666666667,-3.83227619734893,NA
"1C12P","GREEN MOUNTAIN",2009,"4/1/2009",NA,469,"","",50.7833333333333,-122.916666666667,-46.5608264651145,NA
"1C12P","GREEN MOUNTAIN",2010,"",NA,836,"E","1C18P",50.7833333333333,-122.916666666667,-4.74381860306127,NA
"1C12P","GREEN MOUNTAIN",2011,"4/1/2011",NA,952,"","",50.7833333333333,-122.916666666667,8.47354627976755,NA
"1C12P","GREEN MOUNTAIN",2012,"4/1/2012",NA,1061,"raw","",50.7833333333333,-122.916666666667,20.8933115575981,NA
"1C12P","GREEN MOUNTAIN",2013,"4/1/2013",NA,621,"raw","",50.7833333333333,-122.916666666667,-29.2415207565802,NA
"1C12P","GREEN MOUNTAIN",2014,"4/1/2014",NA,555,"raw","",50.7833333333333,-122.916666666667,-36.7617456037069,NA
"1C18P","MISSION RIDGE",1968,"",NA,629,"E","2G03P",50.75,-122.2,14.4538120943774,NA
"1C18P","MISSION RIDGE",1969,"",NA,464,"E","2G03P",50.75,-122.2,-15.5698429065324,NA
"1C18P","MISSION RIDGE",1970,"4/1/1970",NA,265,"","",50.75,-122.2,-51.7801904530843,NA
"1C18P","MISSION RIDGE",1971,"4/1/1971",NA,725,"","",50.75,-122.2,31.9221204585431,NA
"1C18P","MISSION RIDGE",1972,"4/1/1972",NA,1012,"","",50.75,-122.2,84.1450840055801,NA
"1C18P","MISSION RIDGE",1973,"4/1/1973",NA,491,"","",50.75,-122.2,-10.6568811791108,NA
"1C18P","MISSION RIDGE",1974,"4/1/1974",NA,910,"","",50.75,-122.2,65.5850063686541,NA
"1C18P","MISSION RIDGE",1975,"4/1/1975",NA,617,"","",50.75,-122.2,12.2702735488567,NA
"1C18P","MISSION RIDGE",1976,"4/1/1976",NA,748,"","",50.75,-122.2,36.1072360041244,NA
"1C18P","MISSION RIDGE",1977,"4/1/1977",NA,157,"","",50.75,-122.2,-71.4320373627707,NA
"1C18P","MISSION RIDGE",1978,"",NA,515,"E","2G03P",50.75,-122.2,-6.2898040880694,NA
"1C18P","MISSION RIDGE",1979,"",NA,404,"E","2G03P",50.75,-122.2,-26.487535634136,NA
"1C18P","MISSION RIDGE",1980,"4/1/1980",NA,464,"","",50.75,-122.2,-15.5698429065324,NA
"1C18P","MISSION RIDGE",1981,"4/1/1981",NA,459,"","",50.75,-122.2,-16.4796506338327,NA
"1C18P","MISSION RIDGE",1982,"",NA,605,"E","2G03P",50.75,-122.2,10.0867350033359,NA
"1C18P","MISSION RIDGE",1983,"",NA,544,"E","2G03P",50.75,-122.2,-1.01291926972767,NA
"1C18P","MISSION RIDGE",1984,"",NA,404,"E","2G03P",50.75,-122.2,-26.487535634136,NA
"1C18P","MISSION RIDGE",1985,"",NA,469,"E","2G03P",50.75,-122.2,-14.6600351792321,NA
"1C18P","MISSION RIDGE",1986,"",NA,532,"E","2G03P",50.75,-122.2,-3.19645781524839,NA
"1C18P","MISSION RIDGE",1987,"4/1/1987",NA,608,"","",50.75,-122.2,10.6326196397161,NA
"1C18P","MISSION RIDGE",1988,"4/1/1988",NA,528,"","",50.75,-122.2,-3.92430399708863,NA
"1C18P","MISSION RIDGE",1989,"4/1/1989",NA,557,"","",50.75,-122.2,1.35258082125309,NA
"1C18P","MISSION RIDGE",1990,"4/1/1990",NA,619,"","",50.75,-122.2,12.6341966397768,NA
"1C18P","MISSION RIDGE",1991,"4/1/1991",NA,907,"","",50.75,-122.2,65.0391217322739,NA
"1C18P","MISSION RIDGE",1992,"4/1/1992",NA,573,"","",50.75,-122.2,4.26396554861406,NA
"1C18P","MISSION RIDGE",1993,"4/1/1993",NA,359,"","",50.75,-122.2,-34.6758051798387,NA
"1C18P","MISSION RIDGE",1994,"4/1/1994",NA,507,"","",50.75,-122.2,-7.74549645174987,NA
"1C18P","MISSION RIDGE",1995,"4/1/1995",NA,659,"","",50.75,-122.2,19.9126584581792,NA
"1C18P","MISSION RIDGE",1996,"4/1/1996",NA,622,"","",50.75,-122.2,13.180081276157,NA
"1C18P","MISSION RIDGE",1997,"4/1/1997",NA,661,"","",50.75,-122.2,20.2765815490993,NA
"1C18P","MISSION RIDGE",1998,"4/1/1998",NA,460,"","",50.75,-122.2,-16.2976890883727,NA
"1C18P","MISSION RIDGE",1999,"4/1/1999",NA,915,"","",50.75,-122.2,66.4948140959544,NA
"1C18P","MISSION RIDGE",2000,"4/1/2000",NA,527,"","",50.75,-122.2,-4.10626554254868,NA
"1C18P","MISSION RIDGE",2001,"4/1/2001",NA,384,"","",50.75,-122.2,-30.1267665433372,NA
"1C18P","MISSION RIDGE",2002,"4/1/2002",NA,631,"","",50.75,-122.2,14.8177351852975,NA
"1C18P","MISSION RIDGE",2003,"4/1/2003",NA,433,"","",50.75,-122.2,-21.2106508157943,NA
"1C18P","MISSION RIDGE",2004,"4/1/2004",NA,366,"","",50.75,-122.2,-33.4020743616182,NA
"1C18P","MISSION RIDGE",2005,"4/1/2005",NA,378,"","",50.75,-122.2,-31.2185358160975,NA
"1C18P","MISSION RIDGE",2006,"4/1/2006",NA,457,"","",50.75,-122.2,-16.8435737247528,NA
"1C18P","MISSION RIDGE",2007,"4/1/2007",NA,895,"","",50.75,-122.2,62.8555831867532,NA
"1C18P","MISSION RIDGE",2008,"4/1/2008",NA,502,"","",50.75,-122.2,-8.65530417905017,NA
"1C18P","MISSION RIDGE",2009,"4/1/2009",NA,423,"","",50.75,-122.2,-23.0302662703949,NA
"1C18P","MISSION RIDGE",2010,"4/1/2010",NA,503,"","",50.75,-122.2,-8.47334263359011,NA
"1C18P","MISSION RIDGE",2011,"4/1/2011",NA,530,"","",50.75,-122.2,-3.5603809061685,NA
"1C18P","MISSION RIDGE",2012,"4/1/2012",NA,718,"raw","",50.75,-122.2,30.6483896403227,NA
"1C18P","MISSION RIDGE",2013,"4/1/2013",NA,498,"raw","",50.75,-122.2,-9.3831503608904,NA
"1C18P","MISSION RIDGE",2014,"4/1/2014",NA,488,"raw","",50.75,-122.2,-11.202765815491,NA
"1C20P","BOSS MOUNTAIN MINE",1961,"",NA,595,"E","1C17",52.1,-120.866666666667,1.67464114832536,NA
"1C20P","BOSS MOUNTAIN MINE",1962,"",NA,775,"E","1C17",52.1,-120.866666666667,32.4333561175666,NA
"1C20P","BOSS MOUNTAIN MINE",1963,"",NA,595,"E","1C17",52.1,-120.866666666667,1.67464114832536,NA
"1C20P","BOSS MOUNTAIN MINE",1964,"",NA,640,"E","1C17",52.1,-120.866666666667,9.36431989063566,NA
"1C20P","BOSS MOUNTAIN MINE",1965,"",NA,740,"E","1C17",52.1,-120.866666666667,26.4524948735475,NA
"1C20P","BOSS MOUNTAIN MINE",1966,"",NA,529,"E","1C17",52.1,-120.866666666667,-9.60355434039645,NA
"1C20P","BOSS MOUNTAIN MINE",1967,"",NA,697,"E","1C17",52.1,-120.866666666667,19.1045796308954,NA
"1C20P","BOSS MOUNTAIN MINE",1968,"",NA,615,"E","1C17",52.1,-120.866666666667,5.09227614490773,NA
"1C20P","BOSS MOUNTAIN MINE",1970,"",NA,480,"E","1C17",52.1,-120.866666666667,-17.9767600820232,NA
"1C20P","BOSS MOUNTAIN MINE",1971,"",NA,792,"E","1C17",52.1,-120.866666666667,35.3383458646616,NA
"1C20P","BOSS MOUNTAIN MINE",1972,"",NA,798,"E","1C17",52.1,-120.866666666667,36.3636363636364,NA
"1C20P","BOSS MOUNTAIN MINE",1973,"",NA,640,"E","1C17",52.1,-120.866666666667,9.36431989063566,NA
"1C20P","BOSS MOUNTAIN MINE",1974,"",NA,890,"E","1C17",52.1,-120.866666666667,52.0847573479152,NA
"1C20P","BOSS MOUNTAIN MINE",1975,"",NA,783,"E","1C17",52.1,-120.866666666667,33.8004101161996,NA
"1C20P","BOSS MOUNTAIN MINE",1976,"",NA,871,"E","1C17",52.1,-120.866666666667,48.838004101162,NA
"1C20P","BOSS MOUNTAIN MINE",1977,"",NA,540,"E","1C17",52.1,-120.866666666667,-7.72385509227616,NA
"1C20P","BOSS MOUNTAIN MINE",1979,"",NA,462,"E","1C17",52.1,-120.866666666667,-21.0526315789474,NA
"1C20P","BOSS MOUNTAIN MINE",1980,"",NA,520,"E","1C17",52.1,-120.866666666667,-11.1414900888585,NA
"1C20P","BOSS MOUNTAIN MINE",1981,"",NA,441,"E","1C17",52.1,-120.866666666667,-24.6411483253589,NA
"1C20P","BOSS MOUNTAIN MINE",1982,"",NA,657,"E","1C17",52.1,-120.866666666667,12.2693096377307,NA
"1C20P","BOSS MOUNTAIN MINE",1983,"",NA,516,"E","1C17",52.1,-120.866666666667,-11.825017088175,NA
"1C20P","BOSS MOUNTAIN MINE",1984,"",NA,593,"E","1C17",52.1,-120.866666666667,1.33287764866712,NA
"1C20P","BOSS MOUNTAIN MINE",1985,"",NA,690,"E","1C17",52.1,-120.866666666667,17.9084073820916,NA
"1C20P","BOSS MOUNTAIN MINE",1986,"",NA,532,"E","1C17",52.1,-120.866666666667,-9.09090909090909,NA
"1C20P","BOSS MOUNTAIN MINE",1987,"",NA,466,"E","1C17",52.1,-120.866666666667,-20.3691045796309,NA
"1C20P","BOSS MOUNTAIN MINE",1988,"",NA,471,"E","1C17",52.1,-120.866666666667,-19.5146958304853,NA
"1C20P","BOSS MOUNTAIN MINE",1989,"",NA,512,"E","1C17",52.1,-120.866666666667,-12.5085440874915,NA
"1C20P","BOSS MOUNTAIN MINE",1990,"",NA,600,"E","1C17",52.1,-120.866666666667,2.52904989747094,NA
"1C20P","BOSS MOUNTAIN MINE",1991,"",NA,687,"E","1C17",52.1,-120.866666666667,17.3957621326042,NA
"1C20P","BOSS MOUNTAIN MINE",1992,"",NA,576,"E","1C17",52.1,-120.866666666667,-1.57211209842789,NA
"1C20P","BOSS MOUNTAIN MINE",1993,"",NA,582,"E","1C17",52.1,-120.866666666667,-0.546821599453184,NA
"1C20P","BOSS MOUNTAIN MINE",1994,"4/1/1994",NA,668,"","",52.1,-120.866666666667,14.149008885851,NA
"1C20P","BOSS MOUNTAIN MINE",1995,"4/1/1995",NA,656,"","",52.1,-120.866666666667,12.0984278879016,NA
"1C20P","BOSS MOUNTAIN MINE",1996,"4/1/1996",NA,679,"","",52.1,-120.866666666667,16.0287081339713,NA
"1C20P","BOSS MOUNTAIN MINE",1997,"4/1/1997",NA,758,"","",52.1,-120.866666666667,29.5283663704716,NA
"1C20P","BOSS MOUNTAIN MINE",1998,"4/1/1998",NA,533,"","",52.1,-120.866666666667,-8.92002734107998,NA
"1C20P","BOSS MOUNTAIN MINE",1999,"4/1/1999",NA,866,"","",52.1,-120.866666666667,47.9835953520164,NA
"1C20P","BOSS MOUNTAIN MINE",2000,"4/1/2000",NA,634,"","",52.1,-120.866666666667,8.33902939166096,NA
"1C20P","BOSS MOUNTAIN MINE",2001,"4/1/2001",NA,443,"","",52.1,-120.866666666667,-24.2993848257006,NA
"1C20P","BOSS MOUNTAIN MINE",2002,"4/1/2002",NA,608,"","",52.1,-120.866666666667,3.89610389610389,NA
"1C20P","BOSS MOUNTAIN MINE",2003,"4/1/2003",NA,420,"","",52.1,-120.866666666667,-28.2296650717703,NA
"1C20P","BOSS MOUNTAIN MINE",2004,"4/1/2004",NA,563,"","",52.1,-120.866666666667,-3.79357484620644,NA
"1C20P","BOSS MOUNTAIN MINE",2005,"4/1/2005",NA,473,"","",52.1,-120.866666666667,-19.1729323308271,NA
"1C20P","BOSS MOUNTAIN MINE",2006,"4/1/2006",NA,510,"","",52.1,-120.866666666667,-12.8503075871497,NA
"1C20P","BOSS MOUNTAIN MINE",2007,"4/1/2007",NA,652,"","",52.1,-120.866666666667,11.4149008885851,NA
"1C20P","BOSS MOUNTAIN MINE",2008,"4/1/2008",NA,701,"","",52.1,-120.866666666667,19.7881066302119,NA
"1C20P","BOSS MOUNTAIN MINE",2009,"4/1/2009",NA,566,"","",52.1,-120.866666666667,-3.28092959671907,NA
"1C20P","BOSS MOUNTAIN MINE",2010,"4/1/2010",NA,503,"","",52.1,-120.866666666667,-14.0464798359535,NA
"1C20P","BOSS MOUNTAIN MINE",2011,"4/1/2011",NA,591,"","",52.1,-120.866666666667,0.991114149008876,NA
"1C20P","BOSS MOUNTAIN MINE",2012,"4/1/2012",NA,565,"raw","",52.1,-120.866666666667,-3.45181134654819,NA
"1C20P","BOSS MOUNTAIN MINE",2013,"4/1/2013",NA,599,"raw","",52.1,-120.866666666667,2.35816814764183,NA
"1C20P","BOSS MOUNTAIN MINE",2014,"4/1/2014",NA,517,"raw","",52.1,-120.866666666667,-11.6541353383459,NA
"1D09P","WAHLEACH LAKE",1950,"",NA,1061,"E","3A09",49.2166666666667,-121.566666666667,3.41802586262914,NA
"1D09P","WAHLEACH LAKE",1951,"",NA,1027,"E","3A09",49.2166666666667,-121.566666666667,0.103970368444983,NA
"1D09P","WAHLEACH LAKE",1953,"",NA,895,"E","3A09",49.2166666666667,-121.566666666667,-12.7623627266229,NA
"1D09P","WAHLEACH LAKE",1954,"",NA,1152,"E","3A09",49.2166666666667,-121.566666666667,12.2879979205926,NA
"1D09P","WAHLEACH LAKE",1955,"",NA,1124,"E","3A09",49.2166666666667,-121.566666666667,9.55877574891155,NA
"1D09P","WAHLEACH LAKE",1956,"",NA,1345,"E","3A09",49.2166666666667,-121.566666666667,31.1001364611086,NA
"1D09P","WAHLEACH LAKE",1957,"",NA,1045,"E","3A09",49.2166666666667,-121.566666666667,1.85847033595425,NA
"1D09P","WAHLEACH LAKE",1958,"",NA,1055,"E","3A09",49.2166666666667,-121.566666666667,2.83319254012606,NA
"1D09P","WAHLEACH LAKE",1959,"",NA,974,"E","3A09",49.2166666666667,-121.566666666667,-5.06205731366561,NA
"1D09P","WAHLEACH LAKE",1960,"",NA,954,"E","3A09",49.2166666666667,-121.566666666667,-7.01150172200923,NA
"1D09P","WAHLEACH LAKE",1961,"",NA,1037,"E","3A09",49.2166666666667,-121.566666666667,1.07869257261679,NA
"1D09P","WAHLEACH LAKE",1962,"",NA,977,"E","3A09",49.2166666666667,-121.566666666667,-4.76964065241406,NA
"1D09P","WAHLEACH LAKE",1963,"",NA,792,"E","3A09",49.2166666666667,-121.566666666667,-22.8020014295926,NA
"1D09P","WAHLEACH LAKE",1964,"",NA,1339,"E","3A09",49.2166666666667,-121.566666666667,30.5153031386055,NA
"1D09P","WAHLEACH LAKE",1965,"",NA,1011,"E","3A09",49.2166666666667,-121.566666666667,-1.45558515822991,NA
"1D09P","WAHLEACH LAKE",1966,"",NA,1285,"E","3A09",49.2166666666667,-121.566666666667,25.2518032360777,NA
"1D09P","WAHLEACH LAKE",1967,"",NA,1141,"E","3A09",49.2166666666667,-121.566666666667,11.2158034960036,NA
"1D09P","WAHLEACH LAKE",1968,"",NA,1177,"E","3A09",49.2166666666667,-121.566666666667,14.7248034310222,NA
"1D09P","WAHLEACH LAKE",1969,"",NA,1222,"E","3A09",49.2166666666667,-121.566666666667,19.1110533497953,NA
"1D09P","WAHLEACH LAKE",1970,"",NA,852,"E","3A09",49.2166666666667,-121.566666666667,-16.9536682045617,NA
"1D09P","WAHLEACH LAKE",1971,"",NA,1383,"E","3A09",49.2166666666667,-121.566666666667,34.8040808369614,NA
"1D09P","WAHLEACH LAKE",1972,"",NA,1128,"E","3A09",49.2166666666667,-121.566666666667,9.94866463058028,NA
"1D09P","WAHLEACH LAKE",1973,"",NA,1028,"E","3A09",49.2166666666667,-121.566666666667,0.201442588862166,NA
"1D09P","WAHLEACH LAKE",1974,"",NA,1393,"E","3A09",49.2166666666667,-121.566666666667,35.7788030411333,NA
"1D09P","WAHLEACH LAKE",1975,"",NA,1189,"E","3A09",49.2166666666667,-121.566666666667,15.8944700760283,NA
"1D09P","WAHLEACH LAKE",1976,"",NA,1475,"E","3A09",49.2166666666667,-121.566666666667,43.7715251153421,NA
"1D09P","WAHLEACH LAKE",1977,"",NA,859,"E","3A09",49.2166666666667,-121.566666666667,-16.2713626616414,NA
"1D09P","WAHLEACH LAKE",1978,"",NA,767,"E","3A09",49.2166666666667,-121.566666666667,-25.2388069400221,NA
"1D09P","WAHLEACH LAKE",1979,"",NA,1037,"E","3A09",49.2166666666667,-121.566666666667,1.07869257261679,NA
